year,brand,full_model_name,model_name,price,distance_travelled(kms),fuel_type,city,brand_rank,car_age,distance below 30k km,new and less used,inv_car_price,inv_car_dist,inv_car_age,inv_brand,std_invprice,std_invdistance_travelled,std_invrank,best_buy1,best_buy2
2016,Maruti Suzuki,Maruti Suzuki Baleno Alpha 1.3,Baleno,675000,57209,Diesel,Thane,32,5,0,0,1.48E-06,1.75E-05,0.2,0.03125,0.088718095,0.005677396,0.019140625,9.640898176,0
2017,Honda,Honda Jazz VX Petrol,Jazz,610000,49390,Petrol,Thane,7,4,0,0,1.64E-06,2.02E-05,0.25,0.142857143,0.098626647,0.006646361,0.132142857,86.62074414,0
2013,Nissan,Nissan Sunny XL,Sunny,345000,30477,Petrol,Thane,11,8,0,0,2.90E-06,3.28E-05,0.125,0.090909091,0.17766309,0.011045926,0.079545455,156.1042396,0
2012,Volkswagen,Volkswagen Polo Trendline 1.2L (P),Polo,325000,49000,Petrol,Mumbai,3,9,0,0,3.08E-06,2.04E-05,0.111111111,0.333333333,0.188858963,0.006702789,0.325,411.4115645,0
2016,Tata,Tata Tiago Revotron XZ,Tiago,465000,19000,Petrol,Mumbai,40,5,1,0,2.15E-06,5.26E-05,0.2,0.025,0.130712653,0.017985983,0.0128125,30.12213066,0
2020,Tata,Tata Altroz XZ (O) Petrol,Altroz,815000,7500,Petrol,Mumbai,40,1,1,1,1.23E-06,0.000133333,1,0.025,0.072744705,0.046244117,0.0128125,43.10143707,43.10143707
2018,Mahindra,Mahindra TUV300 T6 Plus,TUV300,775000,54989,Diesel,Thane,24,3,0,0,1.29E-06,1.82E-05,0.333333333,0.041666667,0.07671965,0.005924496,0.0296875,13.49371891,0
2017,Maruti Suzuki,Maruti Suzuki Vitara Brezza ZDi,Vitara,891000,22388,Diesel,Thane,32,4,1,1,1.12E-06,4.47E-05,0.25,0.03125,0.066175561,0.01519707,0.019140625,19.24924107,19.24924107
2015,Honda,Honda City V,City,660000,46475,Petrol,Thane,7,6,0,0,1.52E-06,2.15E-05,0.166666667,0.142857143,0.090831457,0.007091034,0.132142857,85.11175703,0
2014,Toyota,Toyota Etios Liva G SP*,Etios,350000,31913,Petrol,Thane,1,7,0,0,2.86E-06,3.13E-05,0.142857143,1,0.175064048,0.010528944,1,1843.239581,0
2015,Hyundai,Hyundai Grand i10 Asta 1.2 Kappa VTVT [2013-2016],Grand,470000,55474,Petrol,Thane,14,6,0,0,2.13E-06,1.80E-05,0.166666667,0.071428571,0.129276668,0.005868824,0.059821429,45.38663939,0
2014,Ford,Ford Figo Duratorq Diesel ZXI 1.4,Figo,335000,68051,Diesel,Thane,8,7,0,0,2.99E-06,1.47E-05,0.142857143,0.125,0.183093924,0.004702247,0.1140625,98.20242923,0
2011,Honda,Honda City 1.5 S MT,City,345000,44000,Petrol,Mumbai,7,10,0,0,2.90E-06,2.27E-05,0.1,0.142857143,0.17766309,0.007514837,0.132142857,176.4251354,0
2011,Honda,Honda Civic 1.8V AT,Civic,345000,36500,Petrol,Mumbai,7,10,0,0,2.90E-06,2.74E-05,0.1,0.142857143,0.17766309,0.009150057,0.132142857,214.8150479,0
2018,MINI,MINI Countryman Cooper D,Countryman,3445000,3900,Diesel,Mumbai,39,3,1,1,2.90E-07,0.00025641,0.333333333,0.025641026,0.013949845,0.089340133,0.013461538,16.7768597,16.7768597
2012,Skoda,Skoda Rapid Ambition 1.6 MPI MT,Rapid,335000,37000,Petrol,Mumbai,27,9,0,0,2.99E-06,2.70E-05,0.111111111,0.037037037,0.183093924,0.009020418,0.025,41.28959262,0
2018,Hyundai,Hyundai i20 Active 1.4 S,i20,790000,42000,Diesel,Mumbai,14,3,0,0,1.27E-06,2.38E-05,0.333333333,0.071428571,0.075181874,0.007893793,0.059821429,35.50223056,0
2019,Jeep,Jeep Compass Limited 2.0 Diesel [2017-2020],Compass,1450000,39500,Diesel,Mumbai,19,2,0,0,6.90E-07,2.53E-05,0.5,0.052631579,0.039017639,0.008421453,0.040789474,13.40281714,0
2017,Hyundai,Hyundai Elite i20 Sportz 1.2,Elite,595000,32000,Petrol,Mumbai,14,4,0,0,1.68E-06,3.13E-05,0.25,0.071428571,0.101220676,0.010499114,0.059821429,63.57386949,0
2012,Maruti Suzuki,Maruti Suzuki Ritz VXI BS-IV,Ritz,315000,56452,Petrol,Mumbai,32,9,0,0,3.17E-06,1.77E-05,0.111111111,0.03125,0.194990037,0.005759471,0.019140625,21.49567789,0
2015,Mercedes-Benz,Mercedes-Benz C-Class C 220 CDI Avantgarde,C-Class,2500000,22341,Diesel,Mumbai,2,6,1,0,4.00E-07,4.48E-05,0.166666667,0.5,0.020836892,0.015229973,0.49375,156.6892428,0
2018,Mahindra,Mahindra Bolero Power Plus SLE [2016-2019],Bolero,655000,85000,Diesel,Mumbai,24,3,0,0,1.53E-06,1.18E-05,0.333333333,0.041666667,0.091557421,0.003676238,0.0296875,9.992422203,0
2018,Mahindra,Mahindra Bolero Power Plus SLE [2016-2019],Bolero,675000,58000,Diesel,Mumbai,24,3,0,0,1.48E-06,1.72E-05,0.333333333,0.041666667,0.088718095,0.005593923,0.0296875,14.7333778,0
2014,Mercedes-Benz,Mercedes-Benz C-Class C 220 CDI Avantgarde,C-Class,1750000,21212,Diesel,Mumbai,2,7,1,0,5.71E-07,4.71E-05,0.142857143,0.5,0.031596926,0.016064173,0.49375,250.6168804,0
2012,Maruti Suzuki,Maruti Suzuki SX4 VXi,SX4,315000,68890,Petrol,Mumbai,32,9,0,0,3.17E-06,1.45E-05,0.111111111,0.03125,0.194990037,0.004639581,0.019140625,17.31598793,0
2016,Porsche,Porsche Cayenne Platinum Edition Diesel,Cayenne,7800000,31000,Diesel,Mumbai,5,5,0,0,1.28E-07,3.23E-05,0.2,0.2,0.003777179,0.010852092,0.19,7.78815677,0
2012,Honda,Honda City 1.5 V MT,City,489000,49000,Petrol,Navi Mumbai,7,9,0,0,2.04E-06,2.04E-05,0.111111111,0.142857143,0.124087744,0.006702789,0.132142857,109.9076988,0
2007,Mercedes-Benz,Mercedes-Benz C-Class 200 K AT,C-Class,375000,115140,Petrol,Mumbai,2,14,0,0,2.67E-06,8.69E-06,0.071428571,0.5,0.163108454,0.002597891,0.49375,209.2206023,0
2013,Audi,Audi Q5 2.0 TDI quattro Premium,Q5,1600000,74000,Diesel,Dehradun,10,8,0,0,6.25E-07,1.35E-05,0.125,0.1,0.034959436,0.004288592,0.08875,13.30599915,0
2014,Audi,Audi Q7 3.0 TDI quattro Premium Plus,Q7,2800000,54500,Diesel,Dehradun,10,7,0,0,3.57E-07,1.83E-05,0.142857143,0.1,0.018146883,0.00598163,0.08875,9.633630403,0
2015,BMW,BMW 5 Series 530d M Sport [2013-2017],5,2350000,77000,Diesel,Dehradun,4,6,0,0,4.26E-07,1.30E-05,0.166666667,0.25,0.02243945,0.004104235,0.240625,22.16078604,0
2013,Audi,Audi A4 2.0 TDI (177bhp) Premium Sport,A4,1450000,63700,Diesel,Dehradun,10,8,0,0,6.90E-07,1.57E-05,0.125,0.1,0.039017639,0.005053707,0.08875,17.50005298,0
2013,Audi,Audi A6 2.0 TDI Premium,A6,1650000,64000,Diesel,Dehradun,10,8,0,0,6.06E-07,1.56E-05,0.125,0.1,0.03377067,0.00502794,0.08875,15.06947387,0
2018,Audi,Audi Q3 35 TDI quattro Premium Plus,Q3,2800000,43000,Diesel,Dehradun,10,3,0,0,3.57E-07,2.33E-05,0.333333333,0.1,0.018146883,0.007699908,0.08875,12.40097842,0
2020,Land Rover,Land Rover Range Rover Evoque S [2020-2021],Evoque,5900000,9000,Diesel,Dehradun,18,1,1,1,1.69E-07,0.000111111,1,0.055555556,0.006368597,0.038462891,0.04375,10.7167662,10.7167662
2016,Volvo,Volvo V40 D3 R-Design,V40,1750000,78000,Diesel,Dehradun,9,5,0,0,5.71E-07,1.28E-05,0.2,0.111111111,0.031596926,0.004045934,0.1,12.78390765,0
2011,Chevrolet,Chevrolet Beat LS Petrol,Beat,171000,31000,Petrol,Mumbai,12,10,0,0,5.85E-06,3.23E-05,0.1,0.083333333,0.362787841,0.010852092,0.071875,282.9723927,0
2011,Skoda,Skoda Superb Elegance 1.8 TSI MT,Superb,390000,54000,Petrol,Mumbai,27,10,0,0,2.56E-06,1.85E-05,0.1,0.037037037,0.156670827,0.00604112,0.025,23.66168148,0
2009,Toyota,Toyota Innova 2.5 V 8 STR,Innova,525000,65000,Diesel,Mumbai,1,12,0,0,1.90E-06,1.54E-05,0.083333333,1,0.11528608,0.004943768,1,569.9475984,0
2015,Toyota,Toyota Innova 2.5 G BS IV 7 STR,Innova,1050000,18000,Diesel,Mumbai,1,6,1,0,9.52E-07,5.56E-05,0.166666667,1,0.055508113,0.019009829,1,1055.199706,0
2015,Mahindra,Mahindra XUV500 W8,XUV500,890000,53000,Diesel,Mumbai,24,6,0,0,1.12E-06,1.89E-05,0.166666667,0.041666667,0.066254714,0.006163466,0.0296875,12.12314867,0
2015,Honda,Honda CR-V 2.0L 2WD AT,CR-V,1325000,42000,Petrol,Mumbai,7,6,0,0,7.55E-07,2.38E-05,0.166666667,0.142857143,0.043101365,0.007893793,0.132142857,44.95939169,0
2020,Hyundai,Hyundai Creta SX (O) 1.5 Diesel Automatic,Creta,1990000,7800,Diesel,Mumbai,14,1,1,1,5.03E-07,0.000128205,1,0.071428571,0.027271284,0.044448449,0.059821429,72.51351826,72.51351826
2017,Hyundai,Hyundai Elite i20 Magna Executive 1.2,Elite,550000,20000,Petrol,Mumbai,14,4,1,1,1.82E-06,5.00E-05,0.25,0.071428571,0.10985172,0.017064522,0.059821429,112.1392827,112.1392827
2018,Maruti Suzuki,Maruti Suzuki Dzire ZDi,Dzire,785000,27000,Diesel,Thane,32,3,1,1,1.27E-06,3.70E-05,0.333333333,0.03125,0.075687936,0.012525474,0.019140625,18.14583495,18.14583495
2013,Audi,Audi Q7 3.0 TDI quattro Premium Plus,Q7,2050000,43000,Diesel,Mumbai,10,8,0,0,4.88E-07,2.33E-05,0.125,0.1,0.026348129,0.007699908,0.08875,18.00543783,0
2015,BMW,BMW 3 Series GT 320d Luxury Line [2014-2016],3,2350000,37000,Diesel,Mumbai,4,6,0,0,4.26E-07,2.70E-05,0.166666667,0.25,0.02243945,0.009020418,0.240625,48.70567968,0
2018,Mahindra,Mahindra XUV500 W9 [2018-2020],XUV500,1445000,34000,Diesel,Mumbai,24,3,0,0,6.92E-07,2.94E-05,0.333333333,0.041666667,0.039167423,0.009855446,0.0296875,11.45974369,0
2017,Hyundai,Hyundai Creta SX Plus 1.6 Petrol,Creta,995000,38000,Petrol,Mumbai,14,4,0,0,1.01E-06,2.63E-05,0.25,0.071428571,0.058812422,0.008771374,0.059821429,30.85982771,0
2017,Mercedes-Benz,Mercedes-Benz CLA 45 AMG 4MATIC [2017-2017],CLA,4300000,17000,Petrol,Dehradun,2,4,1,1,2.33E-07,5.88E-05,0.25,0.5,0.010327091,0.020154126,0.49375,102.7659115,102.7659115
2018,Mahindra,Mahindra XUV500 W9 [2018-2020],XUV500,1445000,34000,Diesel,Mumbai,24,3,0,0,6.92E-07,2.94E-05,0.333333333,0.041666667,0.039167423,0.009855446,0.0296875,11.45974369,0
2017,Hyundai,Hyundai Creta SX Plus 1.6 Petrol,Creta,995000,38000,Petrol,Mumbai,14,4,0,0,1.01E-06,2.63E-05,0.25,0.071428571,0.058812422,0.008771374,0.059821429,30.85982771,0
2009,Toyota,Toyota Innova 2.5 V 8 STR,Innova,525000,65000,Diesel,Mumbai,1,12,0,0,1.90E-06,1.54E-05,0.083333333,1,0.11528608,0.004943768,1,569.9475984,0
2011,Chevrolet,Chevrolet Beat LS Petrol,Beat,171000,31000,Petrol,Mumbai,12,10,0,0,5.85E-06,3.23E-05,0.1,0.083333333,0.362787841,0.010852092,0.071875,282.9723927,0
2017,Hyundai,Hyundai Elite i20 Magna Executive 1.2,Elite,550000,20000,Petrol,Mumbai,14,4,1,1,1.82E-06,5.00E-05,0.25,0.071428571,0.10985172,0.017064522,0.059821429,112.1392827,112.1392827
2020,Hyundai,Hyundai Creta SX (O) 1.5 Diesel Automatic,Creta,1990000,7800,Diesel,Mumbai,14,1,1,1,5.03E-07,0.000128205,1,0.071428571,0.027271284,0.044448449,0.059821429,72.51351826,72.51351826
2020,Hyundai,Hyundai Creta SX (O) 1.4 Turbo 7 DCT,Creta,2025000,9000,Petrol,Mumbai,14,1,1,1,4.94E-07,0.000111111,1,0.071428571,0.026726128,0.038462891,0.059821429,61.49428536,61.49428536
2014,Mercedes-Benz,Mercedes-Benz S-Class 350 CDI L,S-Class,4700000,49000,Diesel,Navi Mumbai,2,7,0,0,2.13E-07,2.04E-05,0.142857143,0.5,0.009084797,0.006702789,0.49375,30.06615504,0
2019,Hyundai,Hyundai Creta 1.6 SX Plus Petrol,Creta,1550000,10500,Petrol,Navi Mumbai,14,2,1,1,6.45E-07,9.52E-05,0.5,0.071428571,0.036224897,0.032904873,0.059821429,71.30568709,71.30568709
2018,Honda,Honda Jazz V Petrol,Jazz,640000,33000,Petrol,Navi Mumbai,7,3,0,0,1.56E-06,3.03E-05,0.333333333,0.142857143,0.093803373,0.010167527,0.132142857,126.0310321,0
2013,Maruti Suzuki,Maruti Suzuki SX4 ZXi,SX4,399000,47284,Petrol,Mumbai,32,8,0,0,2.51E-06,2.11E-05,0.125,0.03125,0.153040586,0.006962128,0.019140625,20.39410781,0
2015,Volkswagen,Volkswagen Vento Highline Petrol,Vento,521000,62618,Petrol,Mumbai,3,6,0,0,1.92E-06,1.60E-05,0.166666667,0.333333333,0.116203976,0.00514869,0.325,194.4469393,0
2020,Mercedes-Benz,Mercedes-Benz C-Class C 220d Progressive [2018-2019],C-Class,4750000,4200,Diesel,Mumbai,2,1,1,1,2.11E-07,0.000238095,1,0.5,0.008944222,0.082927035,0.49375,366.2231786,366.2231786
2017,Hyundai,Hyundai Verna 1.6 VTVT S,Verna,675000,31414,Petrol,Mumbai,14,4,0,0,1.48E-06,3.18E-05,0.25,0.071428571,0.088718095,0.010703233,0.059821429,56.80466134,0
2016,Hyundai,Hyundai Elite i20 Asta 1.2 (O) [2016],Elite,650000,24694,Petrol,Mumbai,14,5,1,0,1.54E-06,4.05E-05,0.2,0.071428571,0.092294554,0.013736531,0.059821429,75.84202774,0
2013,Hyundai,Hyundai i10 Sportz 1.2 Kappa2,i10,325000,29708,Petrol,Mumbai,14,8,1,0,3.08E-06,3.37E-05,0.125,0.071428571,0.188858963,0.011343326,0.059821429,128.1547748,0
2012,Toyota,Toyota Etios G,Etios,375000,40200,Petrol,Thane,1,9,0,0,2.67E-06,2.49E-05,0.111111111,1,0.163108454,0.008267092,1,1348.43265,0
2015,Toyota,Toyota Innova 2.5 G BS IV 7 STR,Innova,1030000,156334,Diesel,Thane,1,6,0,0,9.71E-07,6.40E-06,0.166666667,1,0.05666885,0.001796554,1,101.8086712,0
2013,Maruti Suzuki,Maruti Suzuki Ritz Zxi BS-IV,Ritz,365000,32000,Petrol,Thane,32,8,0,0,2.74E-06,3.13E-05,0.125,0.03125,0.167694161,0.010499114,0.019140625,33.69975075,0
2021,Maruti Suzuki,Maruti Suzuki Baleno Delta Automatic,Baleno,900000,350,Petrol,Mumbai,32,0,1,1,1.11E-06,0.002857143,inf,0.03125,0.065471107,1,0.019140625,1253.157913,1253.157913
2015,Tata,Tata Zest XMA Diesel,Zest,495000,61649,Diesel,Thane,40,6,0,0,2.02E-06,1.62E-05,0.166666667,0.025,0.122531895,0.005236584,0.0128125,8.221122432,0
2016,Honda,Honda BR-V V CVT Petrol,BR-V,855000,28367,Petrol,Thane,7,5,1,0,1.17E-06,3.53E-05,0.2,0.142857143,0.069141684,0.011900515,0.132142857,108.730002,0
2019,Maruti Suzuki,Maruti Suzuki S-Cross Zeta 1.3,S-Cross,985000,33997,Diesel,Thane,32,2,0,0,1.02E-06,2.94E-05,0.5,0.03125,0.059452852,0.009856355,0.019140625,11.21618422,0
2011,Honda,Honda City 1.5 V AT,City,465000,47209,Petrol,Thane,7,10,0,0,2.15E-06,2.12E-05,0.1,0.142857143,0.130712653,0.006973892,0.132142857,120.4582521,0
2013,Hyundai,Hyundai Elantra 1.6 SX AT,Elantra,675000,62812,Diesel,Thane,14,8,0,0,1.48E-06,1.59E-05,0.125,0.071428571,0.088718095,0.005131419,0.059821429,27.23368893,0
2014,Maruti Suzuki,Maruti Suzuki Ciaz ZXi,Ciaz,645000,52204,Petrol,Thane,32,7,0,0,1.55E-06,1.92E-05,0.142857143,0.03125,0.093043116,0.006264204,0.019140625,11.15594281,0
2011,Honda,Honda Brio V MT,Brio,295000,39295,Petrol,Thane,7,10,0,0,3.39E-06,2.54E-05,0.1,0.142857143,0.208499182,0.008467699,0.132142857,233.2993177,0
2017,Hyundai,Hyundai Grand i10 Sports Edition 1.2L Kappa VTVT,Grand,521000,54803,Petrol,Thane,14,4,0,0,1.92E-06,1.82E-05,0.25,0.071428571,0.116203976,0.005946108,0.059821429,41.33429801,0
2014,Toyota,Toyota Innova 2.5 VX 7 STR BS-III,Innova,975000,150116,Diesel,Thane,1,7,0,0,1.03E-06,6.66E-06,0.142857143,1,0.060106418,0.001889329,1,113.5608197,0
2016,Maruti Suzuki,Maruti Suzuki Baleno Zeta 1.2,Baleno,621000,48968,Petrol,Thane,32,5,0,0,1.61E-06,2.04E-05,0.2,0.03125,0.096804003,0.006707459,0.019140625,12.4281771,0
2017,Maruti Suzuki,Maruti Suzuki Vitara Brezza ZDi,Vitara,895000,43494,Diesel,Thane,32,4,0,0,1.12E-06,2.30E-05,0.25,0.03125,0.065860722,0.007607419,0.019140625,9.590029803,0
2017,Nissan,Nissan Sunny XV CVT,Sunny,635000,41584,Petrol,Thane,11,4,0,0,1.57E-06,2.40E-05,0.25,0.090909091,0.094575603,0.007977195,0.079545455,60.01291114,0
2016,Hyundai,Hyundai Creta 1.6 SX Plus AT,Creta,1145000,56839,Diesel,Thane,14,5,0,0,8.73E-07,1.76E-05,0.2,0.071428571,0.050548369,0.005717239,0.059821429,17.28821901,0
2012,Hyundai,Hyundai i10 Era 1.1 iRDE2 [2010-2017],i10,315000,34600,Petrol,Thane,14,9,0,0,3.17E-06,2.89E-05,0.111111111,0.071428571,0.194990037,0.009676856,0.059821429,112.8764879,0
2014,Renault,Renault Duster 110 PS RxZ Diesel,Duster,545000,77082,Diesel,Thane,15,7,0,0,1.83E-06,1.30E-05,0.142857143,0.066666667,0.110898707,0.004099397,0.055,25.00398216,0
2016,Maruti Suzuki,Maruti Suzuki Ciaz ZDi SHVS,Ciaz,615000,52000,Diesel,Mumbai,32,5,0,0,1.63E-06,1.92E-05,0.2,0.03125,0.09779009,0.006290518,0.019140625,11.77436196,0
2014,Audi,Audi Q3 2.0 TDI quattro Premium,Q3,1455000,65000,Diesel,Mumbai,10,7,0,0,6.87E-07,1.54E-05,0.142857143,0.1,0.038868885,0.004943768,0.08875,17.05408781,0
2012,Hyundai,Hyundai i20 Sportz 1.4 CRDI,i20,349000,84000,Diesel,Navi Mumbai,14,9,0,0,2.87E-06,1.19E-05,0.111111111,0.071428571,0.175577899,0.003725279,0.059821429,39.12780148,0
2017,Maruti Suzuki,Maruti Suzuki Ciaz Delta 1.3 Hybrid,Ciaz,775000,39535,Diesel,Thane,32,4,0,0,1.29E-06,2.53E-05,0.25,0.03125,0.07671965,0.008413605,0.019140625,12.35505916,0
2015,Toyota,Toyota Etios Cross 1.2 G,Etios,499000,39792,Petrol,Thane,1,6,0,0,2.00E-06,2.51E-05,0.166666667,1,0.121515448,0.008356402,1,1015.431938,0
2016,Toyota,Toyota Corolla Altis VL AT Petrol,Corolla,1095000,31552,Petrol,Thane,1,5,0,0,9.13E-07,3.17E-05,0.2,1,0.053051484,0.010654482,1,565.2360568,0
2015,Hyundai,Hyundai Verna Fluidic 1.6 VTVT SX Opt AT,Verna,725000,37399,Petrol,Thane,14,6,0,0,1.38E-06,2.67E-05,0.166666667,0.071428571,0.082305133,0.008919453,0.059821429,43.91591189,0
2012,Toyota,Toyota Innova 2.5 G4 7 STR,Innova,765000,158359,Diesel,Thane,1,9,0,0,1.31E-06,6.31E-06,0.111111111,1,0.077778336,0.001767913,1,137.5053556,0
2016,Maruti Suzuki,Maruti Suzuki Baleno Zeta 1.2 AT,Baleno,699000,22272,Petrol,Thane,32,5,1,0,1.43E-06,4.49E-05,0.2,0.03125,0.085525375,0.01527853,0.019140625,25.01109298,0
2017,Mahindra,Mahindra XUV500 W10 AT,XUV500,1545000,39700,Diesel,Thane,24,4,0,0,6.47E-07,2.52E-05,0.25,0.041666667,0.036355948,0.008376794,0.0296875,9.041218171,0
2017,Hyundai,Hyundai Creta 1.6 SX Plus AT Petrol,Creta,1195000,30958,Petrol,Thane,14,4,0,0,8.37E-07,3.23E-05,0.25,0.071428571,0.048254719,0.010867417,0.059821429,31.37060458,0
2018,Honda,Honda WR-V VX MT Diesel,WR-V,895000,32202,Diesel,Thane,7,3,0,0,1.12E-06,3.11E-05,0.333333333,0.142857143,0.065860722,0.010430473,0.132142857,90.77665831,0
2018,Land Rover,Land Rover Discovery Sport HSE Luxury 7-Seater,Discovery,4190000,65000,Diesel,Mumbai,18,3,0,0,2.39E-07,1.54E-05,0.333333333,0.055555556,0.010710304,0.004943768,0.04375,2.316529922,0
2018,Mercedes-Benz,Mercedes-Benz CLA 200 CDI Sport,CLA,3000000,10000,Diesel,Mumbai,2,3,1,1,3.33E-07,0.0001,0.333333333,0.5,0.016652434,0.034572279,0.49375,284.2580891,284.2580891
2020,Volkswagen,Volkswagen Polo GT TSI,Polo,1025000,2608,Petrol,Mumbai,3,1,1,1,9.76E-07,0.000383436,1,0.333333333,0.056966112,0.133818703,0.325,2477.51764,2477.51764
2021,Skoda,Skoda Superb L&K TSI AT,Superb,3495000,7500,Petrol,Mumbai,27,0,1,1,2.86E-07,0.000133333,inf,0.037037037,0.013689191,0.046244117,0.025,15.82611387,15.82611387
2018,Mercedes-Benz,Mercedes-Benz CLA 200 D Urban Sport,CLA,2795000,34000,Diesel,Mumbai,2,3,0,0,3.58E-07,2.94E-05,0.333333333,0.5,0.018186985,0.009855446,0.49375,88.50016665,0
2016,Mahindra,Mahindra XUV500 W10 AT,XUV500,1325000,41000,Diesel,Mumbai,24,5,0,0,7.55E-07,2.44E-05,0.2,0.041666667,0.043101365,0.008097135,0.0296875,10.36086498,0
2007,Honda,Honda CR-V 2.4 AT,CR-V,290000,195000,Petrol,Mumbai,7,14,0,0,3.45E-06,5.13E-06,0.071428571,0.142857143,0.212167614,0.001352433,0.132142857,37.91739946,0
2017,Hyundai,Hyundai Creta 1.6 SX Plus AT Petrol,Creta,1100000,43100,Petrol,Mumbai,14,4,0,0,9.09E-07,2.32E-05,0.25,0.071428571,0.052790932,0.007681015,0.059821429,24.25686697,0
2018,Mercedes-Benz,Mercedes-Benz CLA 200 Petrol Sport,CLA,2650000,17300,Petrol,Mumbai,2,3,1,1,3.77E-07,5.78E-05,0.333333333,0.5,0.019415755,0.019796947,0.49375,189.7840038,189.7840038
2012,Honda,Honda Accord 2.4 AT,Accord,450000,61700,Petrol,Mumbai,7,9,0,0,2.22E-06,1.62E-05,0.111111111,0.142857143,0.135212069,0.005231889,0.132142857,93.47978463,0
2016,Maruti Suzuki,Maruti Suzuki Swift Dzire VDI,Swift,650000,68003,Diesel,Mumbai,32,5,0,0,1.54E-06,1.47E-05,0.2,0.03125,0.092294554,0.004705879,0.019140625,8.313289737,0
2016,Mercedes-Benz,Mercedes-Benz C-Class C 220 CDI Avantgarde,C-Class,2200000,85000,Diesel,Mumbai,2,5,0,0,4.55E-07,1.18E-05,0.2,0.5,0.024260539,0.003676238,0.49375,44.03633288,0
2009,Hyundai,Hyundai Verna VGT CRDi SX ABS,Verna,197000,98000,Diesel,Mumbai,14,12,0,0,5.08E-06,1.02E-05,0.083333333,0.071428571,0.314343678,0.003129777,0.059821429,58.85385752,0
2014,BMW,BMW X1 sDrive20d Sport Line,X1,1275000,45000,Diesel,Mumbai,4,7,0,0,7.84E-07,2.22E-05,0.142857143,0.25,0.04495906,0.007337991,0.240625,79.38439318,0
2015,Volkswagen,Volkswagen Vento Comfortline Petrol AT,Vento,615000,33000,Petrol,Mumbai,3,6,0,0,1.63E-06,3.03E-05,0.166666667,0.333333333,0.09779009,0.010167527,0.325,323.1421053,0
2018,Honda,Honda BR-V V CVT Petrol,BR-V,1045000,4000,Petrol,Mumbai,7,3,1,1,9.57E-07,0.00025,0.333333333,0.142857143,0.055794132,0.087095549,0.132142857,642.1377107,642.1377107
2012,Toyota,Toyota Etios Liva V,Etios,325000,54215,Petrol + 1,Mumbai,1,9,0,0,3.08E-06,1.84E-05,0.111111111,1,0.188858963,0.006015405,1,1136.063153,0
2018,Honda,Honda City ZX CVT Petrol [2017-2019],City,1051000,47000,Petrol,Mumbai,7,3,0,0,9.51E-07,2.13E-05,0.333333333,0.142857143,0.055451235,0.007006875,0.132142857,51.34276817,0
2018,Maruti Suzuki,Maruti Suzuki Vitara Brezza ZDi+ Dual Tone [2017-2018],Vitara,975000,19000,Diesel,Mumbai,32,3,1,1,1.03E-06,5.26E-05,0.333333333,0.03125,0.060106418,0.017985983,0.019140625,20.69241325,20.69241325
2015,Hyundai,Hyundai i20 Active 1.4L SX (O) [2015-2016],i20,695000,30000,Diesel,Mumbai,14,6,1,0,1.44E-06,3.33E-05,0.166666667,0.071428571,0.086042182,0.011228603,0.059821429,57.79548866,0
2012,Mahindra,Mahindra Scorpio VLX Special Edition BS-IV,Scorpio,567000,88000,Diesel,Mumbai,24,9,0,0,1.76E-06,1.14E-05,0.111111111,0.041666667,0.106430085,0.003535801,0.0296875,11.17187019,0
2018,BMW,BMW X5 xDrive30d Pure Experience (5 Seater),X5,5675000,21000,Diesel,Mumbai,4,3,1,1,1.76E-07,4.76E-05,0.333333333,0.25,0.006790386,0.01623082,0.240625,26.52013012,26.52013012
2018,Land Rover,Land Rover Range Rover Evoque SE Dynamic,Evoque,4500000,40000,Diesel,Mumbai,18,3,0,0,2.22E-07,2.50E-05,0.333333333,0.055555556,0.009678338,0.008310644,0.04375,3.518953283,0
2010,Maruti Suzuki,Maruti Suzuki Estilo VXi,Estilo,145000,78500,Petrol,Mumbai,32,11,0,0,6.90E-06,1.27E-05,0.090909091,0.03125,0.428605083,0.004017341,0.019140625,32.9573348,0
2019,Tata,Tata Tiago Revotron XZ,Tiago,475000,11733,Petrol,Delhi,40,2,1,1,2.11E-06,8.52E-05,0.5,0.025,0.127870916,0.02940038,0.0128125,48.16799876,48.16799876
2013,Hyundai,Hyundai Verna Fluidic 1.6 VTVT SX,Verna,450000,41931,Petrol,Delhi,14,8,0,0,2.22E-06,2.38E-05,0.125,0.071428571,0.135212069,0.007907512,0.059821429,63.96053423,0
2018,Mercedes-Benz,Mercedes-Benz E-Class E 350 d Exclusive [2017-2019],E-Class,5175000,14880,Diesel,Delhi,2,3,1,1,1.93E-07,6.72E-05,0.333333333,0.5,0.007859008,0.023088697,0.49375,89.59303824,89.59303824
2014,Honda,Honda Brio S MT,Brio,300000,41606,Petrol,Noida,7,7,0,0,3.33E-06,2.40E-05,0.142857143,0.142857143,0.204953032,0.007972742,0.132142857,215.926416,0
2018,Jeep,Jeep Compass Limited Plus Petrol AT [2018-2020],Compass,1650000,16000,Petrol,Ghaziabad,19,3,1,1,6.06E-07,6.25E-05,0.333333333,0.052631579,0.03377067,0.021441461,0.040789474,29.53535267,29.53535267
2012,Jaguar,Jaguar XF 3.0 V6 Premium Luxury,XF,2050000,27300,Diesel,Panchkula,40,9,1,0,4.88E-07,3.66E-05,0.111111111,0.025,0.026348129,0.012382961,0.0128125,4.180306796,0
